,Unnamed: 0,recipe,ingredients,prep_time_in_mins,cook_time_in_mins,recipe_link,course,diet,difficulty
261,261,rava-pongal,"moong lentils,water,rava,Ghee,cumin seeds,black pepper,ginger,asafoetida,cashews,sprig curry leaves,salt",15,15,https://www.vegrecipesofindia.com/rava-pongal-recipe/,Breakfast,"GlutenFree,Vegan",Easy
262,262,banana-flower-vada,"chana dal,enough water,finely chopped banana flower,inch cinnamon,fennel,whole black pepper,medium onion,inch ginger,green chilies,curry leaves,chopped coriander leaves,salt,oil ",10,20,https://www.vegrecipesofindia.com/banana-flower-vada-recipe/,"Breakfast,Snacks",Vegetarian,Moderate
263,263,soya-biryani,"soya chunks,water,salt,basmati rice,tej patta,cinnamon,cloves,green cardamoms,mace strands,oil,black cardamom,star anise,caraway seeds,thinly sliced onions,Ginger Garlic Paste,turmeric powder,cumin powder,kashmiri red chilli powder,Coriander Powder,Garam Masala,grated nutmeg,tomato puree,chopped mint,chopped coriander leaves,green peas,Coconut Milk (Thick),kewra water,chopped mint leaves,saffron strands",50,30,https://www.vegrecipesofindia.com/soya-biryani/,Main,Vegetarian,Moderate
264,264,south-indian-mixture,"carom seeds,gram flour,Rice Flour,asafoetida,turmeric powder,red chilli powder,salt,oil,water,salt,water,peanuts,cashews,roasted chana dal,poha,curry leaves,omapodi,boondi",15,1hour,https://www.vegrecipesofindia.com/south-indian-mixture-recipe/,Snacks,Vegetarian,Moderate
265,265,rajma-sundal,"kidney beans,enough water,salt,water,sesame oil,mustard seeds,urad dal,curry leaves,dry red chilies,asafoetida,fresh grated coconut",5,30,https://www.vegrecipesofindia.com/rajma-sundal/,Snacks,Vegan,Moderate
266,266,paneer-fry,"oil,thinly sliced onions,Ginger Garlic Paste,green chilies,diced tomatoes,turmeric powder,black pepper powder,kashmiri red chili powder,Coriander Powder,cumin powder,Garam Masala,salt,Paneer,chopped coriander leaves",10,15,https://www.vegrecipesofindia.com/paneer-fry-recipe/,"Main,SideDish","GlutenFree,Vegetarian",Moderate
267,267,drumstick-sambar,"tur dal,water,turmeric powder,tamarind,hot water,sesame oil,pearl onions,diced tomatoes,drumsticks,Sambar Powder,salt,mustard seeds,dry red chilies,fenugreek seeds,curry leaves,chopped coriander leaves",20,20,https://www.vegrecipesofindia.com/drumstick-sambar-recipe/,"Main,SideDish",Vegan,Moderate
268,268,poricha-kootu,"urad dal,byadagi chilies,black pepper,cumin seeds,fresh grated coconut,water,moong dal,turmeric powder,chopped ash gourd,water,salt,coconut oil,mustard seeds,urad dal,curry leaves,generous pinch asafoetida",15,15,https://www.vegrecipesofindia.com/poricha-kootu-recipe/,Main,Vegan,Moderate
269,269,kappa-puzhukku,"tapioca root,water,salt,coconut oil,mustard seeds,pearl onions,dry red chilli,green chili,curry leaves,turmeric powder,grated coconut",10,20,https://www.vegrecipesofindia.com/kappa-puzhukku-recipe/,"Main,SideDish","GlutenFree,Vegan",Moderate
270,270,kuska-biryani-kuska-rice,"heaped basmati rice,Ghee,onions,tomatoes,Ginger Garlic Paste,green chilies,mint leaves,coriander leaves,water,lemon juice,salt,caraway seeds,cinnamon,cloves,green cardamoms,mace,tej patta",20,15,https://www.vegrecipesofindia.com/kuska-biryani-recipe-kuska-rice/,Main,"GlutenFree,Vegetarian",Moderate
271,271,pudina-thogayal,"sesame oil,mustard seeds,urad dal,chana dal,dry red chili,asafoetida powder,mint leaves,tamarind, salt, water",5,5,https://www.vegrecipesofindia.com/pudina-thogayal-recipe/,"Condiment,SideDish",Vegan,Moderate
272,272,moru-curry,"Curd,turmeric powder,water,grated fresh coconut,green chillies,cumin seeds,coconut oil,mustard seeds,curry leaves,fenugreek seeds,dry red chilies,sliced pearl onions,finely chopped ginger,chopped coriander leaves",10,15,https://www.vegrecipesofindia.com/moru-curry/,Main,"GlutenFree,Vegetarian",Easy
273,273,soya-chunks-curry,"soya chunks,water,salt,oil,finely chopped onions,finely chopped tomatoes,Ginger Garlic Paste,turmeric powder,kashmiri red chilli powder,Coriander Powder,cumin powder,fennel powder,Garam Masala,chopped coriander leaves,chopped mint leaves,Coconut Milk,curry leaves,green chillies",15,25,https://www.vegrecipesofindia.com/soya-chunks-curry/,Main,"GlutenFree,Vegan,Vegetarian",Moderate
274,274,omapodi,"carom seeds,gram flour,Rice Flour,asafoetida,turmeric powder,red chilli powder,salt,oil,water,oil",10,20,https://www.vegrecipesofindia.com/omapodi-recipe/,Snacks,Vegan,Moderate
275,275,bendakaya-pulusu,"tightly packed tamarind,hot water,oil,mustard seeds,fenugreek seeds,sprig curry leaves,onion,tomato,green chilies,,okra,,turmeric powder,red chilli powder,Coriander Powder,water,,jaggery,chopped coriander leaves,salt as required",20,30,https://www.vegrecipesofindia.com/bendakaya-pulusu-recipe/,Main,Vegan,Moderate
